"No.","Time","Source","Destination","Protocol","Length","Info"
"9997","104.862784","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 31009; Unit:   1, Func:   3: Read Holding Registers"
"9998","104.863068","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 31009; Unit:   1, Func:   3: Read Holding Registers"
"9999","104.863211","169.254.83.9","169.254.149.247","Modbus/TCP","75","   Query: Trans: 31010; Unit:   1, Func:  16: Write Multiple Registers"
"10000","104.863506","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 31010; Unit:   1, Func:  16: Write Multiple Registers"
"10001","104.950559","169.254.83.9","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"10002","104.963028","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 31011; Unit:   1, Func:   2: Read Discrete Inputs"
"10003","104.963581","169.254.149.247","169.254.83.9","Modbus/TCP","64","Response: Trans: 31011; Unit:   1, Func:   2: Read Discrete Inputs"
"10004","104.964079","169.254.83.9","169.254.149.247","Modbus/TCP","68","   Query: Trans: 31012; Unit:   1, Func:  15: Write Multiple Coils"
"10005","104.964505","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 31012; Unit:   1, Func:  15: Write Multiple Coils"
"10006","104.964829","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 31013; Unit:   1, Func:   4: Read Input Registers"
"10007","104.965367","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 31013; Unit:   1, Func:   4: Read Input Registers"
"10008","104.965833","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 31014; Unit:   1, Func:   3: Read Holding Registers"
"10009","104.966203","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 31014; Unit:   1, Func:   3: Read Holding Registers"
"10010","104.966663","169.254.83.9","169.254.149.247","Modbus/TCP","75","   Query: Trans: 31015; Unit:   1, Func:  16: Write Multiple Registers"
"10011","104.967041","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 31015; Unit:   1, Func:  16: Write Multiple Registers"
"10012","105.066981","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 31016; Unit:   1, Func:   2: Read Discrete Inputs"
"10013","105.067731","169.254.149.247","169.254.83.9","Modbus/TCP","64","Response: Trans: 31016; Unit:   1, Func:   2: Read Discrete Inputs"
"10014","105.068401","169.254.83.9","169.254.149.247","Modbus/TCP","68","   Query: Trans: 31017; Unit:   1, Func:  15: Write Multiple Coils"
"10015","105.069220","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 31017; Unit:   1, Func:  15: Write Multiple Coils"
"10016","105.069568","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 31018; Unit:   1, Func:   4: Read Input Registers"
"10017","105.070169","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 31018; Unit:   1, Func:   4: Read Input Registers"
"10018","105.070509","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 31019; Unit:   1, Func:   3: Read Holding Registers"
"10019","105.071296","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 31019; Unit:   1, Func:   3: Read Holding Registers"
"10020","105.071633","169.254.83.9","169.254.149.247","Modbus/TCP","75","   Query: Trans: 31020; Unit:   1, Func:  16: Write Multiple Registers"
"10021","105.072223","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 31020; Unit:   1, Func:  16: Write Multiple Registers"
"10022","105.171974","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 31021; Unit:   1, Func:   2: Read Discrete Inputs"
"10023","105.172554","169.254.149.247","169.254.83.9","Modbus/TCP","64","Response: Trans: 31021; Unit:   1, Func:   2: Read Discrete Inputs"
"10024","105.173215","169.254.83.9","169.254.149.247","Modbus/TCP","68","   Query: Trans: 31022; Unit:   1, Func:  15: Write Multiple Coils"
"10025","105.173580","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 31022; Unit:   1, Func:  15: Write Multiple Coils"
"10026","105.174040","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 31023; Unit:   1, Func:   4: Read Input Registers"
"10027","105.174406","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 31023; Unit:   1, Func:   4: Read Input Registers"
"10028","105.174960","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 31024; Unit:   1, Func:   3: Read Holding Registers"
"10029","105.189700","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 31024; Unit:   1, Func:   3: Read Holding Registers"
"10030","105.190373","169.254.83.9","169.254.149.247","Modbus/TCP","75","   Query: Trans: 31025; Unit:   1, Func:  16: Write Multiple Registers"
"10031","105.190957","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 31025; Unit:   1, Func:  16: Write Multiple Registers"
"10032","105.290971","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 31026; Unit:   1, Func:   2: Read Discrete Inputs"
"10033","105.296202","169.254.149.247","169.254.83.9","Modbus/TCP","64","Response: Trans: 31026; Unit:   1, Func:   2: Read Discrete Inputs"
"10034","105.296870","169.254.83.9","169.254.149.247","Modbus/TCP","68","   Query: Trans: 31027; Unit:   1, Func:  15: Write Multiple Coils"
"10035","105.297316","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 31027; Unit:   1, Func:  15: Write Multiple Coils"
"10036","105.297785","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 31028; Unit:   1, Func:   4: Read Input Registers"
"10037","105.298158","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 31028; Unit:   1, Func:   4: Read Input Registers"
"10038","105.298757","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 31029; Unit:   1, Func:   3: Read Holding Registers"
"10039","105.299073","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 31029; Unit:   1, Func:   3: Read Holding Registers"
"10040","105.299422","169.254.83.9","169.254.149.247","Modbus/TCP","75","   Query: Trans: 31030; Unit:   1, Func:  16: Write Multiple Registers"
"10041","105.299758","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 31030; Unit:   1, Func:  16: Write Multiple Registers"
"10042","105.399983","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 31031; Unit:   1, Func:   2: Read Discrete Inputs"
"10043","105.400758","169.254.149.247","169.254.83.9","Modbus/TCP","64","Response: Trans: 31031; Unit:   1, Func:   2: Read Discrete Inputs"
"10044","105.401402","169.254.83.9","169.254.149.247","Modbus/TCP","68","   Query: Trans: 31032; Unit:   1, Func:  15: Write Multiple Coils"
"10045","105.401907","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 31032; Unit:   1, Func:  15: Write Multiple Coils"
"10046","105.402375","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 31033; Unit:   1, Func:   4: Read Input Registers"
"10047","105.402867","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 31033; Unit:   1, Func:   4: Read Input Registers"
"10048","105.403444","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 31034; Unit:   1, Func:   3: Read Holding Registers"
"10049","105.403931","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 31034; Unit:   1, Func:   3: Read Holding Registers"
"10050","105.404296","169.254.83.9","169.254.149.247","Modbus/TCP","75","   Query: Trans: 31035; Unit:   1, Func:  16: Write Multiple Registers"
"10051","105.404722","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 31035; Unit:   1, Func:  16: Write Multiple Registers"
"10052","105.505056","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 31036; Unit:   1, Func:   2: Read Discrete Inputs"
"10053","105.505593","169.254.149.247","169.254.83.9","Modbus/TCP","64","Response: Trans: 31036; Unit:   1, Func:   2: Read Discrete Inputs"
"10054","105.506003","169.254.83.9","169.254.149.247","Modbus/TCP","68","   Query: Trans: 31037; Unit:   1, Func:  15: Write Multiple Coils"
"10055","105.506533","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 31037; Unit:   1, Func:  15: Write Multiple Coils"
"10056","105.506990","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 31038; Unit:   1, Func:   4: Read Input Registers"
"10057","105.507549","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 31038; Unit:   1, Func:   4: Read Input Registers"
"10058","105.507953","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 31039; Unit:   1, Func:   3: Read Holding Registers"
"10059","105.508483","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 31039; Unit:   1, Func:   3: Read Holding Registers"
"10060","105.508827","169.254.83.9","169.254.149.247","Modbus/TCP","75","   Query: Trans: 31040; Unit:   1, Func:  16: Write Multiple Registers"
"10061","105.509300","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 31040; Unit:   1, Func:  16: Write Multiple Registers"
"10062","105.609007","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 31041; Unit:   1, Func:   2: Read Discrete Inputs"
"10063","105.609664","169.254.149.247","169.254.83.9","Modbus/TCP","64","Response: Trans: 31041; Unit:   1, Func:   2: Read Discrete Inputs"
"10064","105.610328","169.254.83.9","169.254.149.247","Modbus/TCP","68","   Query: Trans: 31042; Unit:   1, Func:  15: Write Multiple Coils"
"10065","105.610899","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 31042; Unit:   1, Func:  15: Write Multiple Coils"
"10066","105.611365","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 31043; Unit:   1, Func:   4: Read Input Registers"
"10067","105.611742","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 31043; Unit:   1, Func:   4: Read Input Registers"
"10068","105.612208","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 31044; Unit:   1, Func:   3: Read Holding Registers"
"10069","105.612569","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 31044; Unit:   1, Func:   3: Read Holding Registers"
"10070","105.612950","169.254.83.9","169.254.149.247","Modbus/TCP","75","   Query: Trans: 31045; Unit:   1, Func:  16: Write Multiple Registers"
"10071","105.613283","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 31045; Unit:   1, Func:  16: Write Multiple Registers"
"10072","105.712992","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 31046; Unit:   1, Func:   2: Read Discrete Inputs"
"10073","105.713696","169.254.149.247","169.254.83.9","Modbus/TCP","64","Response: Trans: 31046; Unit:   1, Func:   2: Read Discrete Inputs"
"10074","105.713869","169.254.83.9","169.254.149.247","Modbus/TCP","68","   Query: Trans: 31047; Unit:   1, Func:  15: Write Multiple Coils"
"10075","105.714234","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 31047; Unit:   1, Func:  15: Write Multiple Coils"
"10076","105.714360","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 31048; Unit:   1, Func:   4: Read Input Registers"
"10077","105.714675","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 31048; Unit:   1, Func:   4: Read Input Registers"
"10078","105.714818","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 31049; Unit:   1, Func:   3: Read Holding Registers"
"10079","105.715175","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 31049; Unit:   1, Func:   3: Read Holding Registers"
"10080","105.715555","169.254.83.9","169.254.149.247","Modbus/TCP","75","   Query: Trans: 31050; Unit:   1, Func:  16: Write Multiple Registers"
"10081","105.715943","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 31050; Unit:   1, Func:  16: Write Multiple Registers"
"10082","105.723535","Raspberr_58:67:86","Broadcast","ARP","60","Who has 8.8.8.8? Tell 169.254.149.247"
"10083","105.815992","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 31051; Unit:   1, Func:   2: Read Discrete Inputs"
"10084","105.816602","169.254.149.247","169.254.83.9","Modbus/TCP","64","Response: Trans: 31051; Unit:   1, Func:   2: Read Discrete Inputs"
"10085","105.816798","169.254.83.9","169.254.149.247","Modbus/TCP","68","   Query: Trans: 31052; Unit:   1, Func:  15: Write Multiple Coils"
"10086","105.817321","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 31052; Unit:   1, Func:  15: Write Multiple Coils"
"10087","105.817473","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 31053; Unit:   1, Func:   4: Read Input Registers"
"10088","105.817955","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 31053; Unit:   1, Func:   4: Read Input Registers"
"10089","105.818138","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 31054; Unit:   1, Func:   3: Read Holding Registers"
"10090","105.818640","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 31054; Unit:   1, Func:   3: Read Holding Registers"
"10091","105.818865","169.254.83.9","169.254.149.247","Modbus/TCP","75","   Query: Trans: 31055; Unit:   1, Func:  16: Write Multiple Registers"
"10092","105.819833","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 31055; Unit:   1, Func:  16: Write Multiple Registers"
"10093","105.920026","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 31056; Unit:   1, Func:   2: Read Discrete Inputs"
"10094","105.920583","169.254.149.247","169.254.83.9","Modbus/TCP","64","Response: Trans: 31056; Unit:   1, Func:   2: Read Discrete Inputs"
"10095","105.921142","169.254.83.9","169.254.149.247","Modbus/TCP","68","   Query: Trans: 31057; Unit:   1, Func:  15: Write Multiple Coils"
"10096","105.921522","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 31057; Unit:   1, Func:  15: Write Multiple Coils"
"10097","105.921917","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 31058; Unit:   1, Func:   4: Read Input Registers"
"10098","105.922243","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 31058; Unit:   1, Func:   4: Read Input Registers"
"10099","105.922626","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 31059; Unit:   1, Func:   3: Read Holding Registers"
"10100","105.922956","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 31059; Unit:   1, Func:   3: Read Holding Registers"
"10101","105.923295","169.254.83.9","169.254.149.247","Modbus/TCP","75","   Query: Trans: 31060; Unit:   1, Func:  16: Write Multiple Registers"
"10102","105.923619","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 31060; Unit:   1, Func:  16: Write Multiple Registers"
"10103","105.956150","169.254.83.9","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"10104","106.023001","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 31061; Unit:   1, Func:   2: Read Discrete Inputs"
"10105","106.023658","169.254.149.247","169.254.83.9","Modbus/TCP","64","Response: Trans: 31061; Unit:   1, Func:   2: Read Discrete Inputs"
"10106","106.024319","169.254.83.9","169.254.149.247","Modbus/TCP","68","   Query: Trans: 31062; Unit:   1, Func:  15: Write Multiple Coils"
"10107","106.024877","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 31062; Unit:   1, Func:  15: Write Multiple Coils"
"10108","106.025345","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 31063; Unit:   1, Func:   4: Read Input Registers"
"10109","106.044060","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 31063; Unit:   1, Func:   4: Read Input Registers"
"10110","106.044660","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 31064; Unit:   1, Func:   3: Read Holding Registers"
"10111","106.046822","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 31064; Unit:   1, Func:   3: Read Holding Registers"
"10112","106.047267","169.254.83.9","169.254.149.247","Modbus/TCP","75","   Query: Trans: 31065; Unit:   1, Func:  16: Write Multiple Registers"
"10113","106.049169","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 31065; Unit:   1, Func:  16: Write Multiple Registers"
"10114","106.113856","3Com_78:9b:01","Spanning-tree-(for-bridges)_00","STP","64","RST. Root = 8192/0/00:18:6e:78:9b:00  Cost = 0  Port = 0x8001"
"10115","106.149002","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 31066; Unit:   1, Func:   2: Read Discrete Inputs"
"10116","106.149651","169.254.149.247","169.254.83.9","Modbus/TCP","64","Response: Trans: 31066; Unit:   1, Func:   2: Read Discrete Inputs"
"10117","106.150335","169.254.83.9","169.254.149.247","Modbus/TCP","68","   Query: Trans: 31067; Unit:   1, Func:  15: Write Multiple Coils"
"10118","106.150847","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 31067; Unit:   1, Func:  15: Write Multiple Coils"
"10119","106.151318","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 31068; Unit:   1, Func:   4: Read Input Registers"
"10120","106.151835","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 31068; Unit:   1, Func:   4: Read Input Registers"
"10121","106.152491","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 31069; Unit:   1, Func:   3: Read Holding Registers"
"10122","106.153029","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 31069; Unit:   1, Func:   3: Read Holding Registers"
"10123","106.153382","169.254.83.9","169.254.149.247","Modbus/TCP","75","   Query: Trans: 31070; Unit:   1, Func:  16: Write Multiple Registers"
"10124","106.153767","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 31070; Unit:   1, Func:  16: Write Multiple Registers"
"10125","106.254030","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 31071; Unit:   1, Func:   2: Read Discrete Inputs"
"10126","106.254685","169.254.149.247","169.254.83.9","Modbus/TCP","64","Response: Trans: 31071; Unit:   1, Func:   2: Read Discrete Inputs"
"10127","106.255368","169.254.83.9","169.254.149.247","Modbus/TCP","68","   Query: Trans: 31072; Unit:   1, Func:  15: Write Multiple Coils"
"10128","106.255747","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 31072; Unit:   1, Func:  15: Write Multiple Coils"
"10129","106.256223","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 31073; Unit:   1, Func:   4: Read Input Registers"
"10130","106.256588","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 31073; Unit:   1, Func:   4: Read Input Registers"
"10131","106.257192","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 31074; Unit:   1, Func:   3: Read Holding Registers"
"10132","106.257532","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 31074; Unit:   1, Func:   3: Read Holding Registers"
"10133","106.257926","169.254.83.9","169.254.149.247","Modbus/TCP","75","   Query: Trans: 31075; Unit:   1, Func:  16: Write Multiple Registers"
"10134","106.258258","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 31075; Unit:   1, Func:  16: Write Multiple Registers"
"10135","106.358014","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 31076; Unit:   1, Func:   2: Read Discrete Inputs"
"10136","106.358627","169.254.149.247","169.254.83.9","Modbus/TCP","64","Response: Trans: 31076; Unit:   1, Func:   2: Read Discrete Inputs"
"10137","106.359159","169.254.83.9","169.254.149.247","Modbus/TCP","68","   Query: Trans: 31077; Unit:   1, Func:  15: Write Multiple Coils"
"10138","106.359646","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 31077; Unit:   1, Func:  15: Write Multiple Coils"
"10139","106.360012","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 31078; Unit:   1, Func:   4: Read Input Registers"
"10140","106.360371","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 31078; Unit:   1, Func:   4: Read Input Registers"
"10141","106.360946","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 31079; Unit:   1, Func:   3: Read Holding Registers"
"10142","106.361274","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 31079; Unit:   1, Func:   3: Read Holding Registers"
"10143","106.361623","169.254.83.9","169.254.149.247","Modbus/TCP","75","   Query: Trans: 31080; Unit:   1, Func:  16: Write Multiple Registers"
"10144","106.361938","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 31080; Unit:   1, Func:  16: Write Multiple Registers"
"10145","106.461984","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 31081; Unit:   1, Func:   2: Read Discrete Inputs"
"10146","106.463684","169.254.149.247","169.254.83.9","Modbus/TCP","64","Response: Trans: 31081; Unit:   1, Func:   2: Read Discrete Inputs"
"10147","106.464491","169.254.83.9","169.254.149.247","Modbus/TCP","68","   Query: Trans: 31082; Unit:   1, Func:  15: Write Multiple Coils"
"10148","106.465153","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 31082; Unit:   1, Func:  15: Write Multiple Coils"
"10149","106.465349","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 31083; Unit:   1, Func:   4: Read Input Registers"
"10150","106.465980","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 31083; Unit:   1, Func:   4: Read Input Registers"
"10151","106.466191","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 31084; Unit:   1, Func:   3: Read Holding Registers"
"10152","106.466641","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 31084; Unit:   1, Func:   3: Read Holding Registers"
"10153","106.466845","169.254.83.9","169.254.149.247","Modbus/TCP","75","   Query: Trans: 31085; Unit:   1, Func:  16: Write Multiple Registers"
"10154","106.467224","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 31085; Unit:   1, Func:  16: Write Multiple Registers"
"10155","106.567017","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 31086; Unit:   1, Func:   2: Read Discrete Inputs"
"10156","106.567493","169.254.149.247","169.254.83.9","Modbus/TCP","64","Response: Trans: 31086; Unit:   1, Func:   2: Read Discrete Inputs"
"10157","106.567867","169.254.83.9","169.254.149.247","Modbus/TCP","68","   Query: Trans: 31087; Unit:   1, Func:  15: Write Multiple Coils"
"10158","106.568287","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 31087; Unit:   1, Func:  15: Write Multiple Coils"
"10159","106.568563","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 31088; Unit:   1, Func:   4: Read Input Registers"
"10160","106.568912","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 31088; Unit:   1, Func:   4: Read Input Registers"
"10161","106.569183","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 31089; Unit:   1, Func:   3: Read Holding Registers"
"10162","106.569508","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 31089; Unit:   1, Func:   3: Read Holding Registers"
"10163","106.569745","169.254.83.9","169.254.149.247","Modbus/TCP","75","   Query: Trans: 31090; Unit:   1, Func:  16: Write Multiple Registers"
"10164","106.570030","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 31090; Unit:   1, Func:  16: Write Multiple Registers"
"10165","106.670050","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 31091; Unit:   1, Func:   2: Read Discrete Inputs"
"10166","106.670608","169.254.149.247","169.254.83.9","Modbus/TCP","64","Response: Trans: 31091; Unit:   1, Func:   2: Read Discrete Inputs"
"10167","106.671287","169.254.83.9","169.254.149.247","Modbus/TCP","68","   Query: Trans: 31092; Unit:   1, Func:  15: Write Multiple Coils"
"10168","106.671673","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 31092; Unit:   1, Func:  15: Write Multiple Coils"
"10169","106.672127","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 31093; Unit:   1, Func:   4: Read Input Registers"
"10170","106.672497","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 31093; Unit:   1, Func:   4: Read Input Registers"
"10171","106.673062","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 31094; Unit:   1, Func:   3: Read Holding Registers"
"10172","106.673399","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 31094; Unit:   1, Func:   3: Read Holding Registers"
"10173","106.673750","169.254.83.9","169.254.149.247","Modbus/TCP","75","   Query: Trans: 31095; Unit:   1, Func:  16: Write Multiple Registers"
"10174","106.674071","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 31095; Unit:   1, Func:  16: Write Multiple Registers"
"10175","106.743559","Raspberr_58:67:86","Broadcast","ARP","60","Who has 8.8.8.8? Tell 169.254.149.247"
"10176","106.774069","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 31096; Unit:   1, Func:   2: Read Discrete Inputs"
"10177","106.774756","169.254.149.247","169.254.83.9","Modbus/TCP","64","Response: Trans: 31096; Unit:   1, Func:   2: Read Discrete Inputs"
"10178","106.775419","169.254.83.9","169.254.149.247","Modbus/TCP","68","   Query: Trans: 31097; Unit:   1, Func:  15: Write Multiple Coils"
"10179","106.791088","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 31097; Unit:   1, Func:  15: Write Multiple Coils"
"10180","106.791556","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 31098; Unit:   1, Func:   4: Read Input Registers"
"10181","106.792577","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 31098; Unit:   1, Func:   4: Read Input Registers"
"10182","106.793224","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 31099; Unit:   1, Func:   3: Read Holding Registers"
"10183","106.793928","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 31099; Unit:   1, Func:   3: Read Holding Registers"
"10184","106.794498","169.254.83.9","169.254.149.247","Modbus/TCP","75","   Query: Trans: 31100; Unit:   1, Func:  16: Write Multiple Registers"
"10185","106.795214","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 31100; Unit:   1, Func:  16: Write Multiple Registers"
"10186","106.895048","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 31101; Unit:   1, Func:   2: Read Discrete Inputs"
"10187","106.896152","169.254.149.247","169.254.83.9","Modbus/TCP","64","Response: Trans: 31101; Unit:   1, Func:   2: Read Discrete Inputs"
"10188","106.896806","169.254.83.9","169.254.149.247","Modbus/TCP","68","   Query: Trans: 31102; Unit:   1, Func:  15: Write Multiple Coils"
"10189","106.897693","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 31102; Unit:   1, Func:  15: Write Multiple Coils"
"10190","106.898020","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 31103; Unit:   1, Func:   4: Read Input Registers"
"10191","106.899073","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 31103; Unit:   1, Func:   4: Read Input Registers"
"10192","106.899476","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 31104; Unit:   1, Func:   3: Read Holding Registers"
"10193","106.900697","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 31104; Unit:   1, Func:   3: Read Holding Registers"
